ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
942,30-04-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10100
943,30-04-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2525
944,30-04-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,42000
945,30-04-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,77500
946,30-04-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6200
947,30-04-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7750
948,30-04-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1938
949,30-04-2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
950,30-04-2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
951,30-04-2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
952,31-05-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,68000
953,31-05-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5440
954,31-05-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6800
955,31-05-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1700
956,31-05-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,140000
957,31-05-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
958,31-05-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
959,31-05-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
960,31-05-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25600
961,31-05-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,38000
962,31-05-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
963,31-05-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
964,31-05-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
965,31-05-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
966,31-05-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
967,31-05-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
968,31-05-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
969,31-05-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,54800
970,31-05-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
971,31-05-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
972,31-05-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
973,31-05-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
974,31-05-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
975,31-05-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
976,31-05-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
977,31-05-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,101000
978,31-05-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8080
979,31-05-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10100
980,31-05-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2525
981,31-05-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,43000
982,31-05-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,79000
983,31-05-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6320
984,31-05-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7900
985,31-05-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1975
986,30-06-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,68000
987,30-06-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5440
988,30-06-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6800
989,30-06-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1700
990,30-06-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,142500
991,30-06-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
992,30-06-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
993,30-06-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
994,30-06-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25700
995,30-06-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,38800
996,30-06-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
997,30-06-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
998,30-06-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
999,30-06-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
1000,30-06-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
1001,30-06-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
1002,30-06-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
1003,30-06-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,56500
1004,30-06-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1005,30-06-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1006,30-06-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1007,30-06-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1008,30-06-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
1009,30-06-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
1010,30-06-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1011,30-06-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,103000
1012,30-06-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8240
1013,30-06-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10300
1014,30-06-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2575
1015,30-06-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,44000
1016,30-06-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,79000
1017,30-06-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6320
1018,30-06-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7900
1019,30-06-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1975
1020,31-07-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1021,31-07-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1022,31-07-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1023,31-07-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1024,31-07-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,145000
1025,31-07-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
1026,31-07-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1027,31-07-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
1028,31-07-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25800
1029,31-07-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,39500
1030,31-07-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1031,31-07-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1032,31-07-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1033,31-07-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1034,31-07-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1035,31-07-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1036,31-07-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1037,31-07-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,58500
1038,31-07-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1039,31-07-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1040,31-07-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1041,31-07-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1042,31-07-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1043,31-07-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1044,31-07-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1045,31-07-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,103000
1046,31-07-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8240
1047,31-07-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10300
1048,31-07-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2575
1049,31-07-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,45000
1050,31-07-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1051,31-07-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1052,31-07-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1053,31-07-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1054,31-08-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1055,31-08-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1056,31-08-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1057,31-08-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1058,31-08-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,147500
1059,31-08-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1060,31-08-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1061,31-08-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1062,31-08-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,29900
1063,31-08-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,40200
1064,31-08-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1065,31-08-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1066,31-08-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1067,31-08-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1068,31-08-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1069,31-08-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1070,31-08-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1071,31-08-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,60800
1072,31-08-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1073,31-08-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1074,31-08-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1075,31-08-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1076,31-08-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1077,31-08-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1078,31-08-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1079,31-08-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1080,31-08-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1081,31-08-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1082,31-08-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1083,31-08-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,46000
1084,31-08-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1085,31-08-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1086,31-08-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1087,31-08-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1088,31-08-2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
1089,31-08-2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
1090,31-08-2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
1091,30-09-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1092,30-09-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1093,30-09-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1094,30-09-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1095,30-09-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,150000
1096,30-09-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1097,30-09-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1098,30-09-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1099,30-09-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,30000
1100,30-09-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,41000
1101,30-09-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1102,30-09-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1103,30-09-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1104,30-09-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1105,30-09-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1106,30-09-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1107,30-09-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1108,30-09-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,59800
1109,30-09-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1110,30-09-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1111,30-09-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1112,30-09-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1113,30-09-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1114,30-09-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1115,30-09-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1116,30-09-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1117,30-09-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1118,30-09-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1119,30-09-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1120,30-09-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,47000
1121,30-09-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1122,30-09-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1123,30-09-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1124,30-09-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1125,31-10-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1126,31-10-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1127,31-10-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1128,31-10-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1129,31-10-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,152500
1130,31-10-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1131,31-10-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1132,31-10-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1133,31-10-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,30100
1134,31-10-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,44000
1135,31-10-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1136,31-10-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1137,31-10-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1138,31-10-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1139,31-10-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1140,31-10-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1141,31-10-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1142,31-10-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,61500
1143,31-10-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1144,31-10-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1145,31-10-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1146,31-10-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1147,31-10-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1148,31-10-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1149,31-10-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1150,31-10-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1151,31-10-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1152,31-10-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1153,31-10-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1154,31-10-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,48000
1155,31-10-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1156,31-10-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1157,31-10-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1158,31-10-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1159,30-11-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1160,30-11-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1161,30-11-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1162,30-11-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1163,30-11-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,155000
1164,30-11-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,700000
1165,30-11-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1166,30-11-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,35000
1167,30-11-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,34200
1168,30-11-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,47500
1169,30-11-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1170,30-11-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1171,30-11-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1172,30-11-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1173,30-11-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1174,30-11-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1175,30-11-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1176,30-11-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,63500
1177,30-11-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1178,30-11-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1179,30-11-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1180,30-11-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1181,30-11-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1182,30-11-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1183,30-11-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1184,30-11-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,107000
1185,30-11-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8560
1186,30-11-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10700
1187,30-11-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2675
1188,30-11-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,49000
1189,30-11-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1190,30-11-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1191,30-11-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1192,30-11-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1193,31-12-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1194,31-12-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1195,31-12-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1196,31-12-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1197,31-12-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,157500
1198,31-12-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,700000
1199,31-12-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1200,31-12-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,35000
1201,31-12-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,34300
1202,31-12-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,51000
1203,31-12-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1204,31-12-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1205,31-12-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1206,31-12-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1207,31-12-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1208,31-12-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1209,31-12-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1210,31-12-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,65800
1211,31-12-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1212,31-12-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1213,31-12-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1214,31-12-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1215,31-12-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2200
1216,31-12-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1217,31-12-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1218,31-12-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,107000
1219,31-12-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8560
1220,31-12-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10700
1221,31-12-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2675
1222,31-12-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,50000
1223,31-12-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1224,31-12-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1225,31-12-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1226,31-12-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1227,31-12-2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
1228,31-12-2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
1229,31-12-2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
