id,date,cod_account,account,short_class,class,revenueexpenses,budget
945,2024-04-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,77500
946,2024-04-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6200
947,2024-04-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7750
948,2024-04-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1938
949,2024-04-30,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
950,2024-04-30,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
951,2024-04-30,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
952,2024-05-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,68000
953,2024-05-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5440
954,2024-05-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6800
955,2024-05-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1700
956,2024-05-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,140000
957,2024-05-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
958,2024-05-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
959,2024-05-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
960,2024-05-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25600
961,2024-05-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,38000
962,2024-05-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
963,2024-05-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
964,2024-05-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
965,2024-05-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
966,2024-05-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
967,2024-05-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
968,2024-05-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
969,2024-05-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,54800
970,2024-05-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
971,2024-05-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
972,2024-05-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
973,2024-05-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
974,2024-05-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
975,2024-05-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
976,2024-05-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
977,2024-05-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,101000
978,2024-05-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8080
979,2024-05-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10100
980,2024-05-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2525
981,2024-05-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,43000
982,2024-05-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,79000
983,2024-05-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6320
984,2024-05-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7900
985,2024-05-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1975
986,2024-06-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,68000
987,2024-06-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5440
988,2024-06-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6800
989,2024-06-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1700
990,2024-06-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,142500
991,2024-06-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
992,2024-06-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
993,2024-06-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
994,2024-06-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25700
995,2024-06-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,38800
996,2024-06-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
997,2024-06-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
998,2024-06-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
999,2024-06-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
1000,2024-06-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
1001,2024-06-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
1002,2024-06-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
1003,2024-06-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,56500
1004,2024-06-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1005,2024-06-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1006,2024-06-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1007,2024-06-30,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1008,2024-06-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
1009,2024-06-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
1010,2024-06-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1011,2024-06-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,103000
1012,2024-06-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8240
1013,2024-06-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10300
1014,2024-06-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2575
1015,2024-06-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,44000
1016,2024-06-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,79000
1017,2024-06-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6320
1018,2024-06-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7900
1019,2024-06-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1975
1020,2024-07-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1021,2024-07-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1022,2024-07-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1023,2024-07-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1024,2024-07-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,145000
1025,2024-07-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,500000
1026,2024-07-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1027,2024-07-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,25000
1028,2024-07-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,25800
1029,2024-07-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,39500
1030,2024-07-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1031,2024-07-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1032,2024-07-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1033,2024-07-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1034,2024-07-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1035,2024-07-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1036,2024-07-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1037,2024-07-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,58500
1038,2024-07-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1039,2024-07-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1040,2024-07-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1041,2024-07-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1042,2024-07-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1043,2024-07-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1044,2024-07-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1045,2024-07-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,103000
1046,2024-07-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8240
1047,2024-07-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10300
1048,2024-07-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2575
1049,2024-07-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,45000
1050,2024-07-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1051,2024-07-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1052,2024-07-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1053,2024-07-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1054,2024-08-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1055,2024-08-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1056,2024-08-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1057,2024-08-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1058,2024-08-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,147500
1059,2024-08-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1060,2024-08-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1061,2024-08-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1062,2024-08-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,29900
1063,2024-08-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,40200
1064,2024-08-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1065,2024-08-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1066,2024-08-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1067,2024-08-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1068,2024-08-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1069,2024-08-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1070,2024-08-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1071,2024-08-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,60800
1072,2024-08-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1073,2024-08-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1074,2024-08-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1075,2024-08-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1076,2024-08-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1077,2024-08-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1078,2024-08-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1079,2024-08-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1080,2024-08-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1081,2024-08-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1082,2024-08-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1083,2024-08-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,46000
1084,2024-08-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1085,2024-08-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1086,2024-08-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1087,2024-08-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1088,2024-08-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
1089,2024-08-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
1090,2024-08-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
1091,2024-09-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,69500
1092,2024-09-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5560
1093,2024-09-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6950
1094,2024-09-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1738
1095,2024-09-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,150000
1096,2024-09-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1097,2024-09-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,90000
1098,2024-09-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1099,2024-09-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,30000
1100,2024-09-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,41000
1101,2024-09-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1102,2024-09-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1103,2024-09-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1104,2024-09-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,61000
1105,2024-09-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4880
1106,2024-09-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6100
1107,2024-09-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1525
1108,2024-09-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,59800
1109,2024-09-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1110,2024-09-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1111,2024-09-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1112,2024-09-30,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1113,2024-09-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1114,2024-09-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1115,2024-09-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1116,2024-09-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1117,2024-09-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1118,2024-09-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1119,2024-09-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1120,2024-09-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,47000
1121,2024-09-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,80500
1122,2024-09-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6440
1123,2024-09-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8050
1124,2024-09-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2013
1125,2024-10-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1126,2024-10-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1127,2024-10-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1128,2024-10-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1129,2024-10-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,152500
1130,2024-10-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,600000
1131,2024-10-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1132,2024-10-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,30000
1133,2024-10-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,30100
1134,2024-10-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,44000
1135,2024-10-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1136,2024-10-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1137,2024-10-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1138,2024-10-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1139,2024-10-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1140,2024-10-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1141,2024-10-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1142,2024-10-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,61500
1143,2024-10-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1144,2024-10-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1145,2024-10-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1146,2024-10-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1147,2024-10-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1148,2024-10-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1149,2024-10-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1150,2024-10-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,105000
1151,2024-10-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8400
1152,2024-10-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10500
1153,2024-10-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2625
1154,2024-10-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,48000
1155,2024-10-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1156,2024-10-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1157,2024-10-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1158,2024-10-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1159,2024-11-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1160,2024-11-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1161,2024-11-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1162,2024-11-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1163,2024-11-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,155000
1164,2024-11-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,700000
1165,2024-11-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1166,2024-11-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,35000
1167,2024-11-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,34200
1168,2024-11-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,47500
1169,2024-11-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1170,2024-11-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1171,2024-11-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1172,2024-11-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1173,2024-11-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1174,2024-11-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1175,2024-11-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1176,2024-11-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,63500
1177,2024-11-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1178,2024-11-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1179,2024-11-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1180,2024-11-30,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1181,2024-11-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2100
1182,2024-11-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1183,2024-11-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1184,2024-11-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,107000
1185,2024-11-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8560
1186,2024-11-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10700
1187,2024-11-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2675
1188,2024-11-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,49000
1189,2024-11-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1190,2024-11-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1191,2024-11-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1192,2024-11-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1193,2024-12-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,71000
1194,2024-12-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5680
1195,2024-12-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,7100
1196,2024-12-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1775
1197,2024-12-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,157500
1198,2024-12-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,700000
1199,2024-12-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,95000
1200,2024-12-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,35000
1201,2024-12-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,34300
1202,2024-12-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,51000
1203,2024-12-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
1204,2024-12-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
1205,2024-12-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
1206,2024-12-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,66000
1207,2024-12-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,5280
1208,2024-12-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,6600
1209,2024-12-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1650
1210,2024-12-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,65800
1211,2024-12-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
1212,2024-12-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
1213,2024-12-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
1214,2024-12-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
1215,2024-12-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2200
1216,2024-12-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,3000
1217,2024-12-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
1218,2024-12-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,107000
1219,2024-12-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8560
1220,2024-12-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10700
1221,2024-12-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2675
1222,2024-12-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,50000
1223,2024-12-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,82000
1224,2024-12-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6560
1225,2024-12-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,8200
1226,2024-12-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,2050
1227,2024-12-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
1228,2024-12-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
1229,2024-12-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
